Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
34.139493760,0,0,0,0,0,0,0,0
34.139498240,0,0,1,1,0,0,0,0
34.139521120,0,0,1,1,0,0,1,0
34.139526560,0,0,0,0,0,0,1,0
34.139543680,0,0,0,0,0,0,0,0
34.139548160,0,0,1,1,0,0,0,0
34.139571040,0,0,1,1,0,0,1,0
34.139576480,0,0,0,0,0,0,1,0
34.139593600,0,0,0,0,0,0,0,0
34.139598080,0,0,1,1,0,0,0,0
34.139620960,0,0,1,1,0,0,1,0
34.139626400,0,0,0,0,0,0,1,0
34.139643520,0,0,0,0,0,0,0,0
34.139648000,0,0,1,1,0,0,0,0
34.139670880,0,0,1,1,0,0,1,0
34.139676320,0,0,0,0,0,0,1,0
34.139693440,0,0,0,0,0,0,0,0
34.139698080,0,0,1,1,0,0,0,0
34.139720800,0,0,1,1,0,0,1,0
34.139726240,0,0,0,0,0,0,1,0
34.139743360,0,0,0,0,0,0,0,0
34.139748000,0,0,1,1,0,0,0,0
34.139770720,0,0,1,1,0,0,1,0
34.139776160,0,0,0,0,0,0,1,0
34.139793280,0,0,0,0,0,0,0,0
34.139797920,0,0,1,1,0,0,0,0
34.139820640,0,0,1,1,0,0,1,0
34.139826080,0,0,0,0,0,0,1,0
34.139843200,0,0,0,0,0,0,0,0
34.139847840,0,0,1,1,0,0,0,0
34.139870560,0,0,1,1,0,0,1,0
34.139876000,0,0,0,0,0,0,1,0
34.139893120,0,0,0,0,0,0,0,0
34.139897760,0,0,1,1,0,0,0,0
34.139920480,0,0,1,1,0,0,1,0
34.139926080,0,0,0,0,0,0,1,0
34.139943040,0,0,0,0,0,0,0,0
34.139947680,0,0,1,1,0,0,0,0
34.139970400,0,0,1,1,0,0,1,0
34.139976000,0,0,0,0,0,0,1,0
34.139992960,0,0,0,0,0,0,0,0
34.139997600,0,0,1,1,0,0,0,0
34.140020320,0,0,1,1,0,0,1,0
34.140025920,0,0,0,0,0,0,1,0
34.140042880,0,0,0,0,0,0,0,0
34.140047520,0,0,1,1,0,0,0,0
34.140070240,0,0,1,1,0,0,1,0
34.140075840,0,0,0,0,0,0,1,0
34.140092960,0,0,0,0,0,0,0,0
34.140097440,0,0,1,1,0,0,0,0
34.140120160,0,0,1,1,0,0,1,0
34.140125760,0,0,0,0,0,0,1,0
34.140142880,0,0,0,0,0,0,0,0
34.140147360,0,0,1,1,0,0,0,0
34.140170240,0,0,1,1,0,0,1,0
34.140175680,0,0,0,0,0,0,1,0
34.140192800,0,0,0,0,0,0,0,0
34.140197280,0,0,1,1,0,0,0,0
34.140220160,0,0,1,1,0,0,1,0
34.140225600,0,0,0,0,0,0,1,0
34.140242720,0,0,0,0,0,0,0,0
34.140247200,0,0,1,1,0,0,0,0
34.140270080,0,0,1,1,0,0,1,0
34.140275520,0,0,0,0,0,0,1,0
34.140292640,0,0,0,0,0,0,0,0
34.140297120,0,0,1,1,0,0,0,0
34.140320000,0,0,1,1,0,0,1,0
34.140325440,0,0,0,0,0,0,1,0
34.140342560,0,0,0,0,0,0,0,0
34.140347040,0,0,1,1,0,0,0,0
34.140369920,0,0,1,1,0,0,1,0
34.140375360,0,0,0,0,0,0,1,0
34.140392480,0,0,0,0,0,0,0,0
34.140396960,0,0,1,1,0,0,0,0
34.140419840,0,0,1,1,0,0,1,0
34.140425280,0,0,0,0,0,0,1,0
34.140442400,0,0,0,0,0,0,0,0
34.140446880,0,0,1,1,0,0,0,0
34.140469760,0,0,1,1,0,0,1,0
34.140475200,0,0,0,0,0,0,1,0
34.140492320,0,0,0,0,0,0,0,0
34.140496800,0,0,1,1,0,0,0,0
34.140519680,0,0,1,1,0,0,1,0
34.140525120,0,0,0,0,0,0,1,0
34.140542240,0,0,0,0,0,0,0,0
34.140546880,0,0,1,1,0,0,0,0
34.140569600,0,0,1,1,0,0,1,0
34.140575040,0,0,0,0,0,0,1,0
34.140592160,0,0,0,0,0,0,0,0
34.140596800,0,0,1,1,0,0,0,0
34.140619520,0,0,1,1,0,0,1,0
34.140624960,0,0,0,0,0,0,1,0
34.140642080,0,0,0,0,0,0,0,0
34.140646720,0,0,1,1,0,0,0,0
34.140669440,0,0,1,1,0,0,1,0
34.140674880,0,0,0,0,0,0,1,0
34.140692000,0,0,0,0,0,0,0,0
34.140696640,0,0,1,1,0,0,0,0
34.140719360,0,0,1,1,0,0,1,0
34.140724800,0,0,0,0,0,0,1,0
34.140741920,0,0,0,0,0,0,0,0
34.140746560,0,0,1,1,0,0,0,0
34.140769280,0,0,1,1,0,0,1,0
34.140774720,0,0,0,0,0,0,1,0
34.140791840,0,0,0,0,0,0,0,0
34.140796480,0,0,1,1,0,0,0,0
34.140819200,0,0,1,1,0,0,1,0
34.140824640,0,0,0,0,0,0,1,0
34.140841760,0,0,0,0,0,0,0,0
34.140846400,0,0,1,1,0,0,0,0
34.140869120,0,0,1,1,0,0,1,0
34.140874560,0,0,0,0,0,0,1,0
34.140891680,0,0,0,0,0,0,0,0
34.140896320,0,0,1,1,0,0,0,0
34.140919040,0,0,1,1,0,0,1,0
34.140924480,0,0,0,0,0,0,1,0
34.140941600,0,0,0,0,0,0,0,0
34.140946240,0,0,1,1,0,0,0,0
34.140968960,0,0,1,1,0,0,1,0
34.140974560,0,0,0,0,0,0,1,0
34.140991520,0,0,0,0,0,0,0,0
34.140996160,0,0,1,1,0,0,0,0
34.141018880,0,0,1,1,0,0,1,0
34.141024480,0,0,0,0,0,0,1,0
34.141041440,0,0,0,0,0,0,0,0
34.141046080,0,0,1,1,0,0,0,0
34.141068800,0,0,1,1,0,0,1,0
34.141074400,0,0,0,0,0,0,1,0
34.141091360,0,0,0,0,0,0,0,0
34.141096000,0,0,1,1,0,0,0,0
34.141118720,0,0,1,1,0,0,1,0
34.141124320,0,0,0,0,0,0,1,0
34.141141280,0,0,0,0,0,0,0,0
34.141145920,0,0,1,1,0,0,0,0
34.141168640,0,0,1,1,0,0,1,0
34.141174240,0,0,0,0,0,0,1,0
34.141191360,0,0,0,0,0,0,0,0
34.141195840,0,0,1,1,0,0,0,0
34.141218560,0,0,1,1,0,0,1,0
34.141224160,0,0,0,0,0,0,1,0
34.141241280,0,0,0,0,0,0,0,0
34.141245760,0,0,1,1,0,0,0,0
34.141268480,0,0,1,1,0,0,1,0
34.141274080,0,0,0,0,0,0,1,0
34.141291200,0,0,0,0,0,0,0,0
34.141295680,0,0,1,1,0,0,0,0
34.141318400,0,0,1,1,0,0,1,0
34.141324000,0,0,0,0,0,0,1,0
34.141341120,0,0,0,0,0,0,0,0
34.141345600,0,0,1,1,0,0,0,0
34.141368480,0,0,1,1,0,0,1,0
34.141373920,0,0,0,0,0,0,1,0
34.141391040,0,0,0,0,0,0,0,0
34.141395520,0,0,1,1,0,0,0,0
34.141418400,0,0,1,1,0,0,1,0
34.141423840,0,0,0,0,0,0,1,0
34.141440960,0,0,0,0,0,0,0,0
34.141445440,0,0,1,1,0,0,0,0
34.141468320,0,0,1,1,0,0,1,0
34.141473760,0,0,0,0,0,0,1,0
34.141490880,0,0,0,0,0,0,0,0
34.141495520,0,0,1,1,0,0,0,0
34.141518240,0,0,1,1,0,0,1,0
34.141523680,0,0,0,0,0,0,1,0
34.141540800,0,0,0,0,0,0,0,0
34.141545440,0,0,1,1,0,0,0,0
34.141568160,0,0,1,1,0,0,1,0
34.141573600,0,0,0,0,0,0,1,0
34.141590720,0,0,0,0,0,0,0,0
34.141595360,0,0,1,1,0,0,0,0
34.141618080,0,0,1,1,0,0,1,0
34.141623680,0,0,0,0,0,0,1,0
34.141640640,0,0,0,0,0,0,0,0
34.141645280,0,0,1,1,0,0,0,0
34.141668000,0,0,1,1,0,0,1,0
34.141673600,0,0,0,0,0,0,1,0
34.141690560,0,0,0,0,0,0,0,0
34.141695200,0,0,1,1,0,0,0,0
34.141717920,0,0,1,1,0,0,1,0
34.141723520,0,0,0,0,0,0,1,0
34.141740640,0,0,0,0,0,0,0,0
34.141745120,0,0,1,1,0,0,0,0
34.141767840,0,0,1,1,0,0,1,0
34.141773440,0,0,0,0,0,0,1,0
34.141790560,0,0,0,0,0,0,0,0
34.141795040,0,0,1,1,0,0,0,0
34.141817760,0,0,1,1,0,0,1,0
34.141823360,0,0,0,0,0,0,1,0
34.141840480,0,0,0,0,0,0,0,0
34.141844960,0,0,1,1,0,0,0,0
34.141867840,0,0,1,1,0,0,1,0
34.141873280,0,0,0,0,0,0,1,0
34.141890400,0,0,0,0,0,0,0,0
34.141894880,0,0,1,1,0,0,0,0
34.141917760,0,0,1,1,0,0,1,0
34.141923200,0,0,0,0,0,0,1,0
34.141940320,0,0,0,0,0,0,0,0
34.141944800,0,0,1,1,0,0,0,0
34.141967680,0,0,1,1,0,0,1,0
34.141973120,0,0,0,0,0,0,1,0
34.141990240,0,0,0,0,0,0,0,0
34.141994720,0,0,1,1,0,0,0,0
34.142017600,0,0,1,1,0,0,1,0
34.142023040,0,0,0,0,0,0,1,0
34.142040160,0,0,0,0,0,0,0,0
34.142044800,0,0,1,1,0,0,0,0
34.142067520,0,0,1,1,0,0,1,0
34.142072960,0,0,0,0,0,0,1,0
34.142090080,0,0,0,0,0,0,0,0
34.142094720,0,0,1,1,0,0,0,0
34.142117440,0,0,1,1,0,0,1,0
34.142122880,0,0,0,0,0,0,1,0
34.142140000,0,0,0,0,0,0,0,0
34.142144640,0,0,1,1,0,0,0,0
34.142167360,0,0,1,1,0,0,1,0
34.142172800,0,0,0,0,0,0,1,0
34.142189920,0,0,0,0,0,0,0,0
34.142194560,0,0,1,1,0,0,0,0
34.142217280,0,0,1,1,0,0,1,0
34.142222720,0,0,0,0,0,0,1,0
34.142239840,0,0,0,0,0,0,0,0
34.142244480,0,0,1,1,0,0,0,0
34.142267200,0,0,1,1,0,0,1,0
34.142272640,0,0,0,0,0,0,1,0
34.142289760,0,0,0,0,0,0,0,0
34.142294400,0,0,1,1,0,0,0,0
34.142317120,0,0,1,1,0,0,1,0
34.142322560,0,0,0,0,0,0,1,0
34.142339680,0,0,0,0,0,0,0,0
34.142344320,0,0,1,1,0,0,0,0
34.142367040,0,0,1,1,0,0,1,0
34.142372640,0,0,0,0,0,0,1,0
34.142389600,0,0,0,0,0,0,0,0
34.142394240,0,0,1,1,0,0,0,0
34.142416960,0,0,1,1,0,0,1,0
34.142422560,0,0,0,0,0,0,1,0
34.142439520,0,0,0,0,0,0,0,0
34.142444160,0,0,1,1,0,0,0,0
34.142466880,0,0,1,1,0,0,1,0
34.142472480,0,0,0,0,0,0,1,0
34.142489440,0,0,0,0,0,0,0,0
34.142494080,0,0,1,1,0,0,0,0
34.142516800,0,0,1,1,0,0,1,0
34.142522400,0,0,0,0,0,0,1,0
34.142539360,0,0,0,0,0,0,0,0
34.142544000,0,0,1,1,0,0,0,0
34.142566720,0,0,1,1,0,0,1,0
34.142572320,0,0,0,0,0,0,1,0
34.142589440,0,0,0,0,0,0,0,0
34.142593920,0,0,1,1,0,0,0,0
34.142608000,0,1,1,1,0,0,0,0
34.142611840,0,1,0,1,0,0,0,0
34.142616640,0,1,0,1,0,0,1,0
34.142622240,0,0,0,0,0,0,1,0
34.142639360,0,0,0,0,0,0,0,0
34.142643840,0,1,0,1,0,0,0,0
34.142666560,0,1,0,1,0,0,1,0
34.142672160,0,0,0,0,0,0,1,0
34.142689280,0,0,0,0,0,0,0,0
34.142693760,0,1,0,1,0,0,0,0
34.142716640,0,1,0,1,0,0,1,0
34.142722080,0,0,0,0,0,0,1,0
34.142739200,0,0,0,0,0,0,0,0
34.142743680,0,1,0,1,0,0,0,0
34.142766560,0,1,0,1,0,0,1,0
34.142772000,0,0,0,0,0,0,1,0
34.142789120,0,0,0,0,0,0,0,0
34.142793600,0,1,0,1,0,0,0,0
34.142816480,0,1,0,1,0,0,1,0
34.142821920,0,0,0,0,0,0,1,0
34.142839040,0,0,0,0,0,0,0,0
34.142843520,0,1,0,1,0,0,0,0
34.142866400,0,1,0,1,0,0,1,0
34.142871840,0,0,0,0,0,0,1,0
34.142888960,0,0,0,0,0,0,0,0
34.142893440,0,1,0,1,0,0,0,0
34.142916320,0,1,0,1,0,0,1,0
34.142921760,0,0,0,0,0,0,1,0
34.142938880,0,0,0,0,0,0,0,0
34.142943520,0,1,0,1,0,0,0,0
34.142966240,0,1,0,1,0,0,1,0
34.142971680,0,0,0,0,0,0,1,0
34.142988800,0,0,0,0,0,0,0,0
34.142993440,0,1,0,1,0,0,0,0
34.143016160,0,1,0,1,0,0,1,0
34.143021600,0,0,0,0,0,0,1,0
34.143038720,0,0,0,0,0,0,0,0
34.143043360,0,1,0,1,0,0,0,0
34.143066080,0,1,0,1,0,0,1,0
34.143071520,0,0,0,0,0,0,1,0
34.143088640,0,0,0,0,0,0,0,0
34.143093280,0,1,0,1,0,0,0,0
34.143116000,0,1,0,1,0,0,1,0
34.143121600,0,0,0,0,0,0,1,0
34.143138560,0,0,0,0,0,0,0,0
34.143143200,0,1,0,1,0,0,0,0
34.143165920,0,1,0,1,0,0,1,0
34.143171520,0,0,0,0,0,0,1,0
34.143188480,0,0,0,0,0,0,0,0
34.143193120,0,1,0,1,0,0,0,0
34.143215840,0,1,0,1,0,0,1,0
34.143221440,0,0,0,0,0,0,1,0
34.143238400,0,0,0,0,0,0,0,0
34.143243040,0,1,0,1,0,0,0,0
34.143265760,0,1,0,1,0,0,1,0
34.143271360,0,0,0,0,0,0,1,0
34.143288320,0,0,0,0,0,0,0,0
34.143292960,0,1,0,1,0,0,0,0
34.143315680,0,1,0,1,0,0,1,0
34.143321280,0,0,0,0,0,0,1,0
34.143338400,0,0,0,0,0,0,0,0
34.143342880,0,1,0,1,0,0,0,0
34.143365600,0,1,0,1,0,0,1,0
34.143371200,0,0,0,0,0,0,1,0
34.143388320,0,0,0,0,0,0,0,0
34.143392800,0,1,0,1,0,0,0,0
34.143415520,0,1,0,1,0,0,1,0
34.143421120,0,0,0,0,0,0,1,0
34.143438240,0,0,0,0,0,0,0,0
34.143442720,0,1,0,1,0,0,0,0
34.143465440,0,1,0,1,0,0,1,0
34.143471040,0,0,0,0,0,0,1,0
34.143488160,0,0,0,0,0,0,0,0
34.143492640,0,1,0,1,0,0,0,0
34.143515520,0,1,0,1,0,0,1,0
34.143520960,0,0,0,0,0,0,1,0
34.143538080,0,0,0,0,0,0,0,0
34.143542560,0,1,0,1,0,0,0,0
34.143565440,0,1,0,1,0,0,1,0
34.143570880,0,0,0,0,0,0,1,0
34.143588000,0,0,0,0,0,0,0,0
34.143592480,0,1,0,1,0,0,0,0
34.143615360,0,1,0,1,0,0,1,0
34.143620800,0,0,0,0,0,0,1,0
34.143637920,0,0,0,0,0,0,0,0
34.143642400,0,1,0,1,0,0,0,0
34.143665280,0,1,0,1,0,0,1,0
34.143670720,0,0,0,0,0,0,1,0
34.143687840,0,0,0,0,0,0,0,0
34.143692320,0,1,0,1,0,0,0,0
34.143715200,0,1,0,1,0,0,1,0
34.143720640,0,0,0,0,0,0,1,0
34.143737760,0,0,0,0,0,0,0,0
34.143742240,0,1,0,1,0,0,0,0
34.143765120,0,1,0,1,0,0,1,0
34.143770560,0,0,0,0,0,0,1,0
34.143787680,0,0,0,0,0,0,0,0
34.143792160,0,1,0,1,0,0,0,0
34.143815040,0,1,0,1,0,0,1,0
34.143820480,0,0,0,0,0,0,1,0
34.143837600,0,0,0,0,0,0,0,0
34.143842080,0,0,0,1,0,0,0,0
34.143842240,0,1,0,1,0,0,0,0
34.143864960,0,1,0,1,0,0,1,0
34.143870400,0,0,0,0,0,0,1,0
34.143887520,0,0,0,0,0,0,0,0
34.143892160,0,1,0,1,0,0,0,0
34.143914880,0,1,0,1,0,0,1,0
34.143920320,0,0,0,0,0,0,1,0
34.143937440,0,0,0,0,0,0,0,0
34.143942080,0,1,0,1,0,0,0,0
34.143964800,0,1,0,1,0,0,1,0
34.143970240,0,0,0,0,0,0,1,0
34.143987360,0,0,0,0,0,0,0,0
34.143992000,0,1,0,1,0,0,0,0
34.144014720,0,1,0,1,0,0,1,0
34.144020160,0,0,0,0,0,0,1,0
34.144037280,0,0,0,0,0,0,0,0
34.144041920,0,1,0,1,0,0,0,0
34.144064640,0,1,0,1,0,0,1,0
34.144070080,0,0,0,0,0,0,1,0
34.144087200,0,0,0,0,0,0,0,0
34.144091840,0,1,0,1,0,0,0,0
34.144114560,0,1,0,1,0,0,1,0
34.144120000,0,0,0,0,0,0,1,0
34.144137120,0,0,0,0,0,0,0,0
34.144141760,0,1,0,1,0,0,0,0
34.144164480,0,1,0,1,0,0,1,0
34.144169920,0,0,0,0,0,0,1,0
34.144187040,0,0,0,0,0,0,0,0
34.144191680,0,1,0,1,0,0,0,0
34.144214400,0,1,0,1,0,0,1,0
34.144219840,0,0,0,0,0,0,1,0
34.144236960,0,0,0,0,0,0,0,0
34.144241600,0,1,0,1,0,0,0,0
34.144264320,0,1,0,1,0,0,1,0
34.144269920,0,0,0,0,0,0,1,0
34.144286880,0,0,0,0,0,0,0,0
34.144291520,0,1,0,1,0,0,0,0
34.144314240,0,1,0,1,0,0,1,0
34.144319840,0,0,0,0,0,0,1,0
34.144336800,0,0,0,0,0,0,0,0
34.144341440,0,1,0,1,0,0,0,0
34.144364160,0,1,0,1,0,0,1,0
34.144369760,0,0,0,0,0,0,1,0
34.144386720,0,0,0,0,0,0,0,0
34.144391360,0,1,0,1,0,0,0,0
34.144414080,0,1,0,1,0,0,1,0
34.144419680,0,0,0,0,0,0,1,0
34.144436640,0,0,0,0,0,0,0,0
34.144441280,0,1,0,1,0,0,0,0
34.144464000,0,1,0,1,0,0,1,0
34.144469600,0,0,0,0,0,0,1,0
34.144486720,0,0,0,0,0,0,0,0
34.144491200,0,1,0,1,0,0,0,0
34.144514080,0,1,0,1,0,0,1,0
34.144519520,0,0,0,0,0,0,1,0
34.144536640,0,0,0,0,0,0,0,0
34.144541120,0,1,0,1,0,0,0,0
34.144564000,0,1,0,1,0,0,1,0
34.144569440,0,0,0,0,0,0,1,0
34.144586560,0,0,0,0,0,0,0,0
34.144591040,0,1,0,1,0,0,0,0
34.144619360,0,0,0,0,0,0,0,0
34.144625120,0,0,0,0,0,0,0,1
34.144636480,0,0,0,0,0,0,0,0
34.144640960,0,1,0,1,0,0,0,0
34.144663840,0,1,0,1,0,0,0,1
34.144669280,0,0,0,0,0,0,0,1
34.144686400,0,0,0,0,0,0,0,0
34.144690880,0,1,0,1,0,0,0,0
34.144713760,0,1,0,1,0,0,0,1
34.144719200,0,0,0,0,0,0,0,1
34.144736320,0,0,0,0,0,0,0,0
34.144740800,0,1,0,1,0,0,0,0
34.144763680,0,1,0,1,0,0,0,1
34.144769120,0,0,0,0,0,0,0,1
34.144786240,0,0,0,0,0,0,0,0
34.144790720,0,1,0,1,0,0,0,0
34.144813600,0,1,0,1,0,0,0,1
34.144819040,0,0,0,0,0,0,0,1
34.144836160,0,0,0,0,0,0,0,0
34.144840640,0,1,0,1,0,0,0,0
34.144863520,0,1,0,1,0,0,0,1
34.144868960,0,0,0,0,0,0,0,1
34.144886080,0,0,0,0,0,0,0,0
34.144890560,0,1,0,1,0,0,0,0
34.144913440,0,1,0,1,0,0,0,1
34.144918880,0,0,0,0,0,0,0,1
34.144936000,0,0,0,0,0,0,0,0
34.144940640,0,1,0,1,0,0,0,0
34.144963360,0,1,0,1,0,0,0,1
34.144968800,0,0,0,0,0,0,0,1
34.144985920,0,0,0,0,0,0,0,0
34.144990560,0,1,0,1,0,0,0,0
34.145013280,0,1,0,1,0,0,0,1
34.145018720,0,0,0,0,0,0,0,1
34.145035840,0,0,0,0,0,0,0,0
34.145040480,0,1,0,1,0,0,0,0
34.145063200,0,1,0,1,0,0,0,1
34.145068640,0,0,0,0,0,0,0,1
34.145085760,0,0,0,0,0,0,0,0
34.145090400,0,1,0,1,0,0,0,0
34.145113120,0,1,0,1,0,0,0,1
34.145118560,0,0,0,0,0,0,0,1
34.145135680,0,0,0,0,0,0,0,0
34.145140320,0,1,0,1,0,0,0,0
34.145163040,0,1,0,1,0,0,0,1
34.145168480,0,0,0,0,0,0,0,1
34.145185600,0,0,0,0,0,0,0,0
34.145190240,0,1,0,1,0,0,0,0
34.145212960,0,1,0,1,0,0,0,1
34.145218400,0,1,0,0,0,0,0,1
34.145218560,0,0,0,0,0,0,0,1
34.145235520,0,0,0,0,0,0,0,0
34.145240160,0,1,0,1,0,0,0,0
34.145262880,0,1,0,1,0,0,0,1
34.145268480,0,0,0,0,0,0,0,1
34.145285440,0,0,0,0,0,0,0,0
34.145290080,0,1,0,1,0,0,0,0
34.145312800,0,1,0,1,0,0,0,1
34.145318400,0,0,0,0,0,0,0,1
34.145335360,0,0,0,0,0,0,0,0
34.145340000,0,1,0,1,0,0,0,0
34.145362720,0,1,0,1,0,0,0,1
34.145368320,0,0,0,0,0,0,0,1
34.145385280,0,0,0,0,0,0,0,0
34.145389920,0,1,0,1,0,0,0,0
34.145412640,0,1,0,1,0,0,0,1
34.145418240,0,0,0,0,0,0,0,1
34.145435200,0,0,0,0,0,0,0,0
34.145439840,0,1,0,1,0,0,0,0
34.145462560,0,1,0,1,0,0,0,1
34.145468160,0,0,0,0,0,0,0,1
34.145485120,0,0,0,0,0,0,0,0
34.145489760,0,1,0,1,0,0,0,0
34.145512480,0,1,0,1,0,0,0,1
34.145518080,0,0,0,0,0,0,0,1
34.145535040,0,0,0,0,0,0,0,0
34.145539680,0,1,0,1,0,0,0,0
34.145562400,0,1,0,1,0,0,0,1
34.145568000,0,0,0,0,0,0,0,1
34.145584960,0,0,0,0,0,0,0,0
34.145589600,0,1,0,1,0,0,0,0
34.145612320,0,1,0,1,0,0,0,1
34.145617920,0,0,0,0,0,0,0,1
34.145634880,0,0,0,0,0,0,0,0
34.145639520,0,1,0,1,0,0,0,0
34.145662240,0,1,0,1,0,0,0,1
34.145667840,0,0,0,0,0,0,0,1
34.145684800,0,0,0,0,0,0,0,0
34.145689440,0,1,0,1,0,0,0,0
34.145712160,0,1,0,1,0,0,0,1
34.145717760,0,0,0,0,0,0,0,1
34.145734720,0,0,0,0,0,0,0,0
34.145739360,0,1,0,1,0,0,0,0
34.145762080,0,1,0,1,0,0,0,1
34.145767680,0,0,0,0,0,0,0,1
34.145784640,0,0,0,0,0,0,0,0
34.145789280,0,1,0,1,0,0,0,0
34.145812000,0,1,0,1,0,0,0,1
34.145817440,0,0,0,0,0,0,0,1
34.145834560,0,0,0,0,0,0,0,0
34.145839200,0,1,0,1,0,0,0,0
34.145861920,0,1,0,1,0,0,0,1
34.145867360,0,1,0,0,0,0,0,1
34.145867520,0,0,0,0,0,0,0,1
34.145884480,0,0,0,0,0,0,0,0
34.145889120,0,1,0,1,0,0,0,0
34.145911840,0,1,0,1,0,0,0,1
34.145917440,0,0,0,0,0,0,0,1
34.145934400,0,0,0,0,0,0,0,0
34.145939040,0,1,0,1,0,0,0,0
34.145961760,0,1,0,1,0,0,0,1
34.145967360,0,0,0,0,0,0,0,1
34.145984320,0,0,0,0,0,0,0,0
34.145988960,0,1,0,1,0,0,0,0
34.146011680,0,1,0,1,0,0,0,1
34.146017280,0,0,0,0,0,0,0,1
34.146034240,0,0,0,0,0,0,0,0
34.146038880,0,1,0,1,0,0,0,0
34.146061600,0,1,0,1,0,0,0,1
34.146067200,0,0,0,0,0,0,0,1
34.146084320,0,0,0,0,0,0,0,0
34.146088800,0,1,0,1,0,0,0,0
34.146111520,0,1,0,1,0,0,0,1
34.146117120,0,0,0,0,0,0,0,1
34.146134240,0,0,0,0,0,0,0,0
34.146138720,0,1,0,1,0,0,0,0
34.146161440,0,1,0,1,0,0,0,1
34.146167040,0,0,0,0,0,0,0,1
34.146184160,0,0,0,0,0,0,0,0
34.146188640,0,1,0,1,0,0,0,0
34.146211520,0,1,0,1,0,0,0,1
34.146216960,0,0,0,0,0,0,0,1
34.146234080,0,0,0,0,0,0,0,0
34.146238560,0,1,0,1,0,0,0,0
34.146261440,0,1,0,1,0,0,0,1
34.146266880,0,0,0,0,0,0,0,1
34.146284000,0,0,0,0,0,0,0,0
34.146288480,0,1,0,1,0,0,0,0
34.146311360,0,1,0,1,0,0,0,1
34.146316800,0,0,0,0,0,0,0,1
34.146333920,0,0,0,0,0,0,0,0
34.146338400,0,1,0,1,0,0,0,0
34.146361280,0,1,0,1,0,0,0,1
34.146366720,0,0,0,0,0,0,0,1
34.146383840,0,0,0,0,0,0,0,0
34.146388320,0,1,0,1,0,0,0,0
34.146411040,0,1,0,1,0,0,0,1
34.146416640,0,0,0,0,0,0,0,1
34.146433760,0,0,0,0,0,0,0,0
34.146438240,0,1,0,1,0,0,0,0
34.146460960,0,1,0,1,0,0,0,1
34.146466560,0,0,0,0,0,0,0,1
34.146483680,0,0,0,0,0,0,0,0
34.146488160,0,1,0,1,0,0,0,0
34.146510880,0,1,0,1,0,0,0,1
34.146516480,0,0,0,0,0,0,0,1
34.146533600,0,0,0,0,0,0,0,0
34.146538080,0,1,0,1,0,0,0,0
34.146560960,0,1,0,1,0,0,0,1
34.146566400,0,0,0,0,0,0,0,1
34.146583520,0,0,0,0,0,0,0,0
34.146588000,0,1,0,0,0,0,0,0
34.146602400,0,1,0,0,0,1,0,0
34.146610880,0,1,0,0,0,1,0,1
34.146616320,0,0,0,0,0,0,0,1
34.146633440,0,0,0,0,0,0,0,0
34.146637920,0,1,0,0,0,1,0,0
34.146660800,0,1,0,0,0,1,0,1
34.146666240,0,0,0,0,0,0,0,1
34.146683360,0,0,0,0,0,0,0,0
34.146687840,0,1,0,0,0,1,0,0
34.146710720,0,1,0,0,0,1,0,1
34.146716160,0,0,0,0,0,0,0,1
34.146733280,0,0,0,0,0,0,0,0
34.146737760,0,1,0,0,0,1,0,0
34.146760640,0,1,0,0,0,1,0,1
34.146766080,0,0,0,0,0,0,0,1
34.146783200,0,0,0,0,0,0,0,0
34.146787680,0,1,0,0,0,1,0,0
34.146810560,0,1,0,0,0,1,0,1
34.146816000,0,0,0,0,0,0,0,1
34.146833120,0,0,0,0,0,0,0,0
34.146837600,0,1,0,0,0,1,0,0
34.146860480,0,1,0,0,0,1,0,1
34.146865920,0,0,0,0,0,0,0,1
34.146883040,0,0,0,0,0,0,0,0
34.146887520,0,1,0,0,0,1,0,0
34.146910400,0,1,0,0,0,1,0,1
34.146915840,0,0,0,0,0,0,0,1
34.146932960,0,0,0,0,0,0,0,0
34.146937440,0,1,0,0,0,1,0,0
34.146960320,0,1,0,0,0,1,0,1
34.146965760,0,0,0,0,0,0,0,1
34.146982880,0,0,0,0,0,0,0,0
34.146987360,0,1,0,0,0,1,0,0
34.146987520,0,0,0,0,0,1,0,0
34.146987680,0,1,0,0,0,1,0,0
34.147010240,0,1,0,0,0,1,0,1
34.147015680,0,0,0,0,0,0,0,1
34.147032800,0,0,0,0,0,0,0,0
34.147037280,0,1,0,0,0,1,0,0
34.147060160,0,1,0,0,0,1,0,1
34.147065600,0,0,0,0,0,0,0,1
34.147082720,0,0,0,0,0,0,0,0
34.147087200,0,1,0,0,0,1,0,0
34.147087360,0,1,0,0,0,1,0,1
34.147087520,0,1,0,0,0,1,0,0
34.147110080,0,1,0,0,0,1,0,1
34.147115520,0,0,0,0,0,0,0,1
34.147132640,0,0,0,0,0,0,0,0
34.147137120,0,1,0,0,0,1,0,0
34.147160000,0,1,0,0,0,1,0,1
34.147165440,0,0,0,0,0,0,0,1
34.147182560,0,0,0,0,0,0,0,0
34.147187040,0,1,0,0,0,1,0,0
34.147209920,0,1,0,0,0,1,0,1
34.147215360,0,0,0,0,0,0,0,1
34.147232480,0,0,0,0,0,0,0,0
34.147236960,0,1,0,0,0,1,0,0
34.147259840,0,1,0,0,0,1,0,1
